ms,lp,al,be
1.331444800000000050e+01,-2.987852499999999800e+00,-2.797571699999999995e-01,6.670690599999999915e-01
1.336713600000000035e+01,-2.968598300000000023e+00,-3.015465399999999740e-01,7.165867200000000103e-01
1.348045499999999919e+01,-3.012178099999999858e+00,-4.853374500000000036e-01,7.391556200000000132e-01
1.345072200000000073e+01,-3.018285300000000060e+00,-4.635942000000000118e-01,7.085203100000000420e-01
1.348463899999999960e+01,-3.013765900000000109e+00,-4.187312000000000256e-01,7.387830899999999756e-01
1.346447099999999963e+01,-3.004985899999999877e+00,-4.231960000000000166e-01,7.434050399999999614e-01
1.346428399999999925e+01,-3.012920400000000054e+00,-4.188911399999999952e-01,7.318728799999999479e-01
1.344770699999999941e+01,-3.010342800000000096e+00,-3.803977299999999895e-01,7.328945399999999832e-01
1.346532900000000055e+01,-3.016098899999999805e+00,-4.202499599999999780e-01,7.073061600000000171e-01
1.348517799999999944e+01,-3.041446899999999953e+00,-4.324388200000000015e-01,7.517245200000000072e-01
1.350653100000000073e+01,-3.038074700000000128e+00,-4.354324399999999762e-01,7.505413699999999855e-01
1.347822599999999937e+01,-3.029732399999999881e+00,-4.491342400000000179e-01,7.380111400000000099e-01
1.350199399999999983e+01,-3.027270600000000034e+00,-4.312937399999999810e-01,7.475080499999999795e-01
1.342384599999999928e+01,-2.996074500000000196e+00,-4.598564700000000172e-01,6.998325899999999766e-01
1.345264399999999938e+01,-2.998892899999999972e+00,-4.342793999999999821e-01,7.035342799999999563e-01
1.342607699999999937e+01,-3.005421300000000073e+00,-4.088697000000000026e-01,7.138884500000000077e-01
1.342608599999999974e+01,-3.002825000000000077e+00,-4.135871300000000250e-01,7.140354300000000265e-01
1.344100800000000007e+01,-3.011287199999999942e+00,-3.974216799999999994e-01,7.114253099999999774e-01
1.340153800000000039e+01,-2.986966799999999811e+00,-3.651700099999999893e-01,7.159705899999999623e-01
1.338871600000000051e+01,-2.986215699999999806e+00,-3.861493999999999760e-01,6.776169399999999454e-01
1.341229700000000058e+01,-2.996336499999999958e+00,-3.443678399999999806e-01,7.142393400000000003e-01
1.331603100000000062e+01,-2.942321800000000209e+00,-3.911996300000000204e-01,6.422370800000000157e-01
1.330075399999999952e+01,-2.949896400000000085e+00,-3.951586699999999897e-01,6.446955199999999664e-01
1.337149999999999928e+01,-2.962171399999999899e+00,-4.058121800000000223e-01,6.623079699999999681e-01
1.326477399999999918e+01,-2.947694199999999931e+00,-3.276552200000000248e-01,6.514292600000000100e-01
1.331561499999999931e+01,-2.945992700000000131e+00,-3.444407899999999967e-01,6.509892900000000537e-01
1.331786699999999968e+01,-2.946131999999999973e+00,-3.467343099999999900e-01,6.496031599999999573e-01
1.329189700000000052e+01,-2.956740499999999994e+00,-3.461189199999999966e-01,6.484135399999999549e-01
1.333006499999999939e+01,-2.977627099999999860e+00,-2.320602499999999957e-01,7.053287599999999991e-01
1.332851299999999917e+01,-2.983420300000000136e+00,-3.180865099999999890e-01,6.766503900000000460e-01
1.333923700000000068e+01,-2.972868899999999925e+00,-3.650564700000000218e-01,6.653063999999999645e-01
1.341934099999999930e+01,-2.982463500000000156e+00,-3.670314499999999813e-01,7.114734900000000417e-01
1.343482799999999955e+01,-2.989192399999999861e+00,-3.934580500000000036e-01,7.033886499999999486e-01
1.338266600000000039e+01,-2.994933800000000090e+00,-3.863492399999999827e-01,6.954304399999999831e-01
1.341216999999999970e+01,-2.994104099999999935e+00,-3.977454500000000004e-01,6.936293900000000123e-01
1.342832300000000068e+01,-2.995703799999999806e+00,-3.486065300000000255e-01,7.238758800000000271e-01
1.321865799999999957e+01,-2.932393300000000202e+00,-3.132758900000000013e-01,6.188784800000000086e-01
1.321747900000000087e+01,-2.934066699999999805e+00,-3.135745999999999811e-01,6.203320500000000237e-01
1.316041399999999939e+01,-2.940974699999999942e+00,-2.035129200000000138e-01,6.248890299999999565e-01
1.320165000000000077e+01,-2.944253900000000090e+00,-2.159881399999999951e-01,6.318202800000000119e-01
1.317041900000000076e+01,-2.949990399999999902e+00,-2.173650900000000108e-01,6.399138100000000273e-01
1.319668500000000044e+01,-2.953828399999999910e+00,-2.885495200000000038e-01,6.147654999999999648e-01
1.319988299999999981e+01,-2.956690699999999783e+00,-2.911008299999999771e-01,6.108372199999999586e-01
1.322012199999999993e+01,-2.937415999999999805e+00,-2.131753600000000082e-01,6.431567900000000337e-01
1.322831099999999971e+01,-2.958171999999999802e+00,-1.995000399999999896e-01,6.551068899999999973e-01
1.320861499999999999e+01,-2.944492299999999840e+00,-2.414765399999999895e-01,6.391215799999999669e-01
1.322150000000000070e+01,-2.944268500000000177e+00,-2.211790399999999934e-01,6.399945400000000006e-01
1.355866199999999999e+01,-3.077718500000000024e+00,-4.559354899999999988e-01,7.883373999999999659e-01
1.336099800000000037e+01,-2.976658099999999862e+00,-2.696252199999999988e-01,7.103976199999999519e-01
1.337790999999999997e+01,-2.989508199999999949e+00,-3.138155799999999829e-01,7.167063900000000265e-01
1.337048899999999918e+01,-2.984949100000000133e+00,-3.622198099999999754e-01,6.913378399999999813e-01
1.314997100000000074e+01,-2.925031800000000182e+00,-2.273925900000000055e-01,6.065050400000000508e-01
1.315363900000000008e+01,-2.949771399999999932e+00,-2.086227300000000062e-01,6.096984399999999527e-01
1.318921100000000024e+01,-2.948592999999999797e+00,-1.597603900000000021e-01,6.454437800000000225e-01
1.320447799999999994e+01,-2.935454000000000008e+00,-1.702200299999999944e-01,6.611590299999999809e-01
1.324207600000000085e+01,-2.972555900000000140e+00,-2.349551800000000135e-01,6.472306700000000079e-01
1.316608199999999940e+01,-2.922590899999999881e+00,-2.186974499999999877e-01,6.219256800000000363e-01
1.316240600000000072e+01,-2.920479400000000059e+00,-2.131737999999999966e-01,6.300076799999999588e-01
1.316371999999999964e+01,-2.951780100000000129e+00,-2.203314600000000067e-01,6.087704099999999841e-01
1.317006499999999924e+01,-2.910601300000000169e+00,-2.912122899999999848e-01,6.127302000000000026e-01
1.317701300000000053e+01,-2.895631499999999914e+00,-3.013408599999999882e-01,6.112829699999999811e-01
1.317437400000000025e+01,-2.896149600000000213e+00,-3.058916799999999991e-01,6.135322199999999615e-01
1.316447299999999920e+01,-2.906651800000000119e+00,-3.098771699999999796e-01,6.033937499999999510e-01
1.330227499999999985e+01,-2.944414599999999993e+00,-3.399599200000000265e-01,6.566936399999999674e-01
1.330749699999999969e+01,-2.950357799999999919e+00,-3.312505800000000167e-01,6.673694700000000202e-01
1.344853699999999996e+01,-3.017800600000000166e+00,-3.918028599999999750e-01,7.118843200000000149e-01
1.344182499999999969e+01,-3.017425300000000199e+00,-3.931815699999999802e-01,7.127803700000000520e-01
1.329462700000000019e+01,-2.962374200000000180e+00,-3.198519200000000118e-01,6.612439599999999640e-01
1.335284500000000030e+01,-2.959917400000000143e+00,-3.898970299999999778e-01,6.599843300000000079e-01
1.337154499999999935e+01,-2.990735200000000038e+00,-3.366936700000000005e-01,6.791477700000000395e-01
1.334523300000000035e+01,-2.965213599999999783e+00,-3.548075700000000166e-01,6.849826599999999655e-01
1.338639799999999980e+01,-2.995643199999999950e+00,-3.248215400000000197e-01,7.116006099999999668e-01
1.338837200000000038e+01,-2.986173299999999919e+00,-3.681365099999999724e-01,6.987753199999999776e-01
1.322551200000000016e+01,-2.950873000000000079e+00,-2.957193100000000130e-01,6.277800399999999836e-01
1.326977899999999977e+01,-2.933837899999999888e+00,-2.550887800000000150e-01,6.645301999999999598e-01
1.331779000000000046e+01,-2.955930200000000063e+00,-3.095924400000000243e-01,6.630567699999999620e-01
1.326787299999999981e+01,-2.948592999999999797e+00,-3.013248299999999880e-01,6.473114399999999602e-01
1.325027500000000025e+01,-2.957186800000000115e+00,-3.042431999999999914e-01,6.520166200000000467e-01
1.330173699999999926e+01,-2.969440500000000149e+00,-3.430354199999999798e-01,6.616372900000000445e-01
1.314193599999999940e+01,-2.922842600000000068e+00,-2.745742299999999747e-01,5.945578099999999644e-01
1.312221800000000016e+01,-2.933927399999999963e+00,-2.174443199999999965e-01,6.011013099999999998e-01
1.320873800000000031e+01,-2.927958799999999862e+00,-2.790687399999999818e-01,6.267722799999999594e-01
1.319260599999999961e+01,-2.930606699999999787e+00,-2.807234699999999750e-01,6.311832699999999630e-01
1.342567599999999928e+01,-3.006322700000000125e+00,-3.221409199999999973e-01,7.308097799999999644e-01
1.341206599999999938e+01,-3.001980300000000046e+00,-3.396848700000000276e-01,7.259907700000000075e-01
1.315621100000000077e+01,-2.911492599999999875e+00,-2.989361099999999771e-01,6.032623599999999975e-01
1.316318599999999961e+01,-2.909078300000000006e+00,-3.019015800000000027e-01,6.041485399999999562e-01
1.324299300000000024e+01,-2.940377699999999983e+00,-3.179322600000000221e-01,6.283930300000000191e-01
1.326009600000000077e+01,-2.945379700000000156e+00,-3.194180400000000142e-01,6.350748499999999686e-01
1.336519000000000013e+01,-2.980288999999999966e+00,-3.352964700000000131e-01,6.804156000000000093e-01
1.335913299999999992e+01,-2.975239199999999862e+00,-3.572371799999999875e-01,6.924755000000000216e-01
1.337603700000000018e+01,-2.974169100000000121e+00,-3.584113700000000069e-01,6.897794200000000320e-01
1.335854299999999917e+01,-2.989238100000000120e+00,-3.500190300000000088e-01,6.780703999999999620e-01
1.327038100000000043e+01,-2.940284199999999792e+00,-2.746121400000000046e-01,6.701049700000000220e-01
1.328924999999999912e+01,-2.946824700000000075e+00,-2.682801000000000213e-01,6.668682500000000513e-01
1.322912200000000027e+01,-2.942723800000000001e+00,-2.870767200000000074e-01,6.253814300000000159e-01
1.308494600000000041e+01,-2.916733699999999985e+00,-1.969877200000000050e-01,5.922796099999999564e-01
1.309437899999999999e+01,-2.941711000000000187e+00,-1.957212399999999908e-01,5.871236300000000075e-01
1.311952199999999991e+01,-2.904526399999999953e+00,-2.534125600000000089e-01,5.987340700000000071e-01
1.309384000000000015e+01,-2.886733200000000110e+00,-3.291990799999999773e-01,5.612381199999999515e-01
1.310067599999999999e+01,-2.944071300000000058e+00,-1.509873499999999924e-01,6.030838699999999664e-01
1.302153500000000008e+01,-2.904029299999999925e+00,-2.309346499999999913e-01,5.649444099999999525e-01
1.305453999999999937e+01,-2.921760299999999866e+00,-1.912193799999999944e-01,5.866244000000000458e-01
1.306360600000000005e+01,-2.920680700000000130e+00,-1.887494700000000025e-01,5.793886999999999787e-01
1.316636300000000048e+01,-2.927124800000000082e+00,-2.603611000000000120e-01,6.149662200000000079e-01
1.317051299999999969e+01,-2.917818500000000093e+00,-2.598187200000000030e-01,6.173365200000000552e-01
1.307173799999999986e+01,-2.939906000000000130e+00,-1.700135899999999922e-01,5.889802899999999619e-01
1.314763199999999976e+01,-2.951684699999999939e+00,-1.518293800000000138e-01,6.210827799999999455e-01
1.330905500000000075e+01,-2.963472100000000164e+00,-3.346903299999999803e-01,6.580815899999999941e-01
1.340739600000000031e+01,-2.994531400000000065e+00,-3.895211199999999985e-01,6.948891499999999555e-01
1.339964699999999986e+01,-2.986314699999999878e+00,-4.001368200000000042e-01,6.910667799999999916e-01
1.345921300000000009e+01,-3.010457600000000067e+00,-3.883845499999999951e-01,7.370017300000000215e-01
1.344460199999999972e+01,-3.024077000000000126e+00,-3.199132000000000087e-01,7.392107300000000381e-01
1.327989099999999922e+01,-2.951018100000000199e+00,-3.677445500000000034e-01,6.310461299999999829e-01
1.329352300000000042e+01,-2.935832700000000184e+00,-3.921460500000000238e-01,6.374710199999999993e-01
1.328459400000000024e+01,-2.954656400000000183e+00,-3.590426400000000240e-01,6.324896100000000354e-01
1.335881400000000063e+01,-2.999860700000000158e+00,-3.227393700000000254e-01,6.885780700000000421e-01
1.333995099999999923e+01,-2.941859700000000188e+00,-3.617748199999999970e-01,6.719045300000000553e-01
1.331590899999999955e+01,-2.941333999999999893e+00,-3.704215599999999831e-01,6.757651199999999969e-01
1.321687599999999918e+01,-2.959016899999999950e+00,-3.138171200000000050e-01,6.163014799999999571e-01
1.329594900000000024e+01,-2.941857699999999909e+00,-3.107303100000000096e-01,6.795623100000000028e-01
1.335446100000000058e+01,-2.970315400000000050e+00,-3.370341499999999768e-01,6.745995299999999473e-01
1.332768199999999936e+01,-2.968796600000000119e+00,-3.543017199999999867e-01,6.734726699999999955e-01
1.347282500000000027e+01,-3.026539899999999950e+00,-4.339132600000000228e-01,7.386126499999999817e-01
1.347857699999999959e+01,-3.020279500000000006e+00,-4.365881500000000082e-01,7.415549999999999642e-01
1.349914099999999983e+01,-3.035489999999999799e+00,-4.144498500000000085e-01,7.673665699999999701e-01
1.344144700000000014e+01,-2.999092000000000091e+00,-4.111652000000000085e-01,7.145191199999999521e-01
1.350567500000000010e+01,-3.039359500000000214e+00,-4.388057399999999997e-01,7.454986099999999505e-01
1.342619200000000035e+01,-3.006074100000000193e+00,-3.827859499999999859e-01,7.120969400000000116e-01
1.340539799999999993e+01,-2.994875200000000071e+00,-2.881090000000000040e-01,7.510503800000000174e-01
1.318467300000000009e+01,-2.911972899999999864e+00,-3.228850699999999962e-01,6.122885700000000320e-01
1.329925399999999946e+01,-2.954382100000000122e+00,-2.453761000000000136e-01,6.800047999999999648e-01
1.327882699999999971e+01,-2.950110099999999846e+00,-2.625023799999999796e-01,6.622753300000000509e-01
1.326345099999999988e+01,-2.941767899999999880e+00,-2.667703699999999789e-01,6.415233000000000185e-01
1.351281700000000008e+01,-3.044265000000000221e+00,-4.752792900000000209e-01,7.417267400000000510e-01
1.350129399999999968e+01,-3.050601100000000176e+00,-4.845132699999999959e-01,7.225839600000000251e-01
1.351399800000000084e+01,-3.035166999999999948e+00,-5.040407599999999766e-01,7.318818700000000455e-01
1.351487700000000025e+01,-3.038812500000000139e+00,-5.259044299999999783e-01,7.270108600000000365e-01
1.350621100000000041e+01,-3.033310199999999845e+00,-5.300521799999999839e-01,7.291252499999999470e-01
1.330690799999999996e+01,-2.973407299999999864e+00,-2.997849499999999945e-01,6.556544100000000208e-01
1.330785499999999999e+01,-2.960739900000000091e+00,-3.062105500000000258e-01,6.633373900000000267e-01
1.336987700000000068e+01,-2.997998400000000174e+00,-2.675654199999999983e-01,7.196487599999999984e-01
1.340363699999999980e+01,-2.979244000000000003e+00,-4.091661200000000220e-01,6.893574300000000488e-01
1.340765999999999991e+01,-2.976038700000000148e+00,-4.355022299999999902e-01,6.812475099999999451e-01
1.340573599999999921e+01,-3.004994899999999802e+00,-3.503473999999999755e-01,7.164421899999999788e-01
1.338102100000000050e+01,-2.988138100000000019e+00,-3.596815800000000007e-01,6.943125999999999465e-01
1.331721899999999970e+01,-2.968498299999999812e+00,-3.159304000000000001e-01,6.687199999999999811e-01
1.330398100000000028e+01,-2.953465500000000077e+00,-3.101862899999999756e-01,6.706820900000000085e-01
1.336684900000000020e+01,-2.959616599999999931e+00,-4.403258800000000028e-01,6.629340200000000127e-01
1.334734100000000012e+01,-2.966162900000000047e+00,-3.986541200000000007e-01,6.569668699999999806e-01
1.339059100000000058e+01,-2.970704000000000011e+00,-3.618261199999999733e-01,6.957133800000000479e-01
1.338204299999999947e+01,-2.967629399999999862e+00,-3.724854499999999957e-01,6.961473299999999531e-01
1.352767000000000053e+01,-3.040150800000000153e+00,-4.225598999999999883e-01,7.867324599999999668e-01
1.348966700000000074e+01,-3.042988999999999944e+00,-4.085285699999999798e-01,7.451375900000000163e-01
1.347323300000000046e+01,-3.018284500000000037e+00,-4.234004100000000048e-01,7.428517599999999721e-01
1.346643700000000088e+01,-3.009996199999999789e+00,-4.139465199999999845e-01,7.268548599999999915e-01
1.348351500000000058e+01,-3.025349700000000031e+00,-3.786222100000000146e-01,7.471670000000000256e-01
1.346022499999999944e+01,-3.025192800000000126e+00,-3.929389899999999880e-01,7.488872300000000148e-01
1.340719099999999919e+01,-2.994660099999999936e+00,-3.748982399999999937e-01,7.212134799999999624e-01
1.340470200000000034e+01,-2.998062399999999794e+00,-3.737988500000000158e-01,7.169171600000000533e-01
1.342807999999999957e+01,-3.001255299999999959e+00,-3.815885800000000105e-01,7.022241299999999464e-01
1.344468499999999977e+01,-2.993783300000000036e+00,-4.033701000000000092e-01,7.168067399999999978e-01
1.345589000000000013e+01,-3.003555299999999928e+00,-4.106576499999999852e-01,7.287971800000000444e-01
1.344094800000000056e+01,-3.005684500000000092e+00,-3.840589300000000206e-01,7.289830800000000055e-01
1.362919800000000059e+01,-3.103450800000000065e+00,-5.139201899999999990e-01,8.451851999999999698e-01
1.363418000000000063e+01,-3.100858000000000114e+00,-5.162502300000000321e-01,8.439253599999999578e-01
1.362955299999999959e+01,-3.115707099999999841e+00,-5.358290399999999787e-01,8.303292199999999790e-01
1.362137199999999915e+01,-3.120928000000000146e+00,-4.999735900000000233e-01,8.254340999999999484e-01
1.363141599999999976e+01,-3.116999100000000134e+00,-5.475529399999999880e-01,8.151489499999999833e-01
1.362478699999999954e+01,-3.104707400000000117e+00,-5.323861100000000235e-01,8.218753699999999940e-01
1.361283799999999999e+01,-3.122717600000000093e+00,-4.953916199999999770e-01,8.139443400000000439e-01
1.360460299999999911e+01,-3.125185000000000102e+00,-4.971858000000000111e-01,8.056840699999999744e-01
1.357212999999999958e+01,-3.067457500000000170e+00,-4.781296899999999961e-01,8.179689500000000280e-01
1.359301499999999940e+01,-3.086438999999999933e+00,-5.181687400000000165e-01,7.920268000000000308e-01
1.357080799999999954e+01,-3.069176000000000126e+00,-5.148756399999999678e-01,7.670569099999999807e-01
1.356383300000000069e+01,-3.072483399999999865e+00,-5.064904799999999652e-01,7.714357099999999967e-01
1.358716300000000032e+01,-3.068189100000000114e+00,-5.193486699999999567e-01,7.804500599999999455e-01
1.354896899999999960e+01,-3.061549100000000134e+00,-4.915856299999999957e-01,7.545764499999999542e-01
1.342326300000000039e+01,-2.995252600000000154e+00,-3.577013700000000185e-01,7.211003700000000460e-01
1.346421999999999919e+01,-3.031227700000000080e+00,-4.202847800000000245e-01,7.314212500000000228e-01
1.352364500000000014e+01,-3.035267099999999996e+00,-4.733956400000000064e-01,7.508717299999999595e-01
1.347916000000000025e+01,-3.042701899999999959e+00,-4.577107400000000048e-01,7.142098700000000244e-01
1.350872599999999935e+01,-3.033161600000000124e+00,-4.802192900000000209e-01,7.329678499999999763e-01
1.324410699999999963e+01,-2.926543199999999789e+00,-3.329193400000000080e-01,6.318291600000000008e-01
1.340676999999999985e+01,-2.997128000000000014e+00,-3.475944699999999887e-01,7.131763399999999642e-01
1.340418299999999974e+01,-2.991811199999999893e+00,-4.173566400000000010e-01,6.817733799999999844e-01
1.341701800000000055e+01,-2.989980500000000152e+00,-3.898941100000000159e-01,7.125635399999999953e-01
1.324938500000000019e+01,-2.941688200000000197e+00,-3.049103599999999914e-01,6.356993499999999964e-01
1.347725400000000029e+01,-3.018383000000000038e+00,-4.393601799999999891e-01,7.346039599999999448e-01
1.346279700000000012e+01,-3.005857900000000082e+00,-4.362315099999999890e-01,7.424979999999999913e-01
1.339422099999999993e+01,-2.981908999999999921e+00,-3.534086000000000172e-01,7.034117800000000420e-01
1.350649400000000000e+01,-3.031025800000000103e+00,-4.760548600000000241e-01,7.385629299999999509e-01
1.349196599999999968e+01,-3.033349700000000038e+00,-4.518562199999999751e-01,7.281090399999999851e-01
1.350003700000000073e+01,-3.030185299999999859e+00,-4.153504700000000271e-01,7.643822500000000408e-01
1.349903699999999951e+01,-3.039835399999999854e+00,-3.925656200000000040e-01,7.574089600000000200e-01
1.325831499999999963e+01,-2.937514000000000181e+00,-3.178497100000000075e-01,6.406181300000000078e-01
1.327431100000000086e+01,-2.948417300000000019e+00,-3.054404900000000089e-01,6.479907099999999698e-01
1.343863799999999920e+01,-3.002978999999999843e+00,-4.194738700000000264e-01,7.276192599999999899e-01
1.345702200000000026e+01,-3.002294899999999878e+00,-4.174858599999999864e-01,7.087633599999999534e-01
1.344319699999999962e+01,-3.005728200000000072e+00,-4.153325600000000173e-01,7.143440899999999871e-01
1.344429399999999930e+01,-2.995206500000000105e+00,-4.290258000000000127e-01,7.187307600000000241e-01
1.344054099999999963e+01,-3.014714699999999858e+00,-3.907158099999999967e-01,7.212912799999999791e-01
1.326216200000000001e+01,-2.946755000000000013e+00,-2.778142299999999953e-01,6.540872899999999879e-01
1.324701899999999988e+01,-2.921619999999999884e+00,-3.235935999999999813e-01,6.397713099999999820e-01
1.302736299999999936e+01,-2.924140799999999984e+00,-1.461353099999999905e-01,5.744640899999999828e-01
1.315814499999999931e+01,-2.916292900000000188e+00,-2.777209999999999956e-01,6.151005899999999471e-01
1.321086799999999961e+01,-2.929330799999999790e+00,-2.699093799999999765e-01,6.386907200000000451e-01
1.344068700000000049e+01,-3.005009499999999889e+00,-4.108216299999999932e-01,7.073611899999999730e-01
1.338364499999999957e+01,-2.974095300000000108e+00,-4.138347900000000079e-01,6.816193600000000075e-01
1.338249199999999917e+01,-2.973929699999999787e+00,-3.958138999999999963e-01,6.829223399999999611e-01
1.336478100000000069e+01,-2.983988200000000202e+00,-3.767949099999999829e-01,6.699490099999999559e-01
1.355475299999999983e+01,-3.080002499999999976e+00,-4.649534900000000248e-01,7.730923600000000340e-01
1.356100700000000003e+01,-3.079030400000000167e+00,-4.657167199999999729e-01,7.711867999999999501e-01
1.355712800000000051e+01,-3.075705199999999806e+00,-4.786423100000000153e-01,7.864762600000000381e-01
1.340430699999999931e+01,-3.016007800000000127e+00,-3.914735100000000245e-01,7.047704799999999770e-01
1.344835600000000042e+01,-2.995592699999999997e+00,-3.459615600000000013e-01,7.695071399999999784e-01
1.334312599999999982e+01,-2.987242699999999918e+00,-3.220442199999999922e-01,6.683288800000000140e-01
1.333798200000000023e+01,-2.984229899999999880e+00,-2.875496200000000058e-01,6.810904599999999531e-01
1.347598600000000069e+01,-3.011410999999999838e+00,-4.745279399999999814e-01,7.225151800000000346e-01
1.348056099999999979e+01,-3.028785300000000014e+00,-4.757608999999999866e-01,7.306485099999999733e-01
1.350209800000000016e+01,-3.049290699999999799e+00,-4.603583600000000220e-01,7.572483199999999748e-01
1.353494300000000017e+01,-3.030974599999999963e+00,-4.588552100000000133e-01,7.601078399999999791e-01
1.341238000000000063e+01,-2.974188999999999972e+00,-3.534222499999999934e-01,7.065415999999999919e-01
1.339611400000000074e+01,-2.979886599999999941e+00,-3.577282199999999857e-01,7.067990499999999843e-01
1.339989800000000031e+01,-2.971741199999999861e+00,-3.912570699999999846e-01,7.121479299999999846e-01
1.339999199999999924e+01,-2.987618499999999955e+00,-3.675992499999999885e-01,7.064807300000000012e-01
1.334926100000000027e+01,-2.977388200000000040e+00,-3.308557899999999830e-01,7.036088299999999629e-01
1.336819700000000033e+01,-2.986460199999999787e+00,-3.390084800000000009e-01,6.804820299999999600e-01
1.343381800000000048e+01,-2.998303599999999847e+00,-4.173763500000000071e-01,7.042534099999999686e-01
1.340628300000000017e+01,-3.012967600000000079e+00,-3.770880699999999974e-01,6.952523000000000453e-01
1.327666299999999922e+01,-2.971626000000000101e+00,-3.020818399999999904e-01,6.442092499999999555e-01
1.329246000000000016e+01,-2.962934199999999851e+00,-3.282377100000000159e-01,6.442305999999999866e-01
1.329216100000000012e+01,-2.949574399999999930e+00,-3.326414599999999999e-01,6.480462799999999746e-01
1.318625199999999964e+01,-2.954303799999999924e+00,-1.546129099999999923e-01,6.447059400000000329e-01
1.314242600000000039e+01,-2.903622200000000042e+00,-2.953446000000000127e-01,5.946175299999999497e-01
1.356882300000000008e+01,-3.066097000000000072e+00,-4.871642700000000104e-01,7.806319099999999844e-01
1.317188900000000018e+01,-2.897091000000000083e+00,-3.197691100000000231e-01,6.006070599999999704e-01
1.321582899999999938e+01,-2.924874599999999880e+00,-3.190295799999999793e-01,6.090367100000000367e-01
1.320000399999999985e+01,-2.947272799999999915e+00,-3.230615299999999857e-01,6.020366999999999802e-01
1.324565899999999985e+01,-2.912400400000000111e+00,-3.387848299999999813e-01,6.431748099999999857e-01
1.325412599999999941e+01,-2.938938199999999945e+00,-3.143209299999999984e-01,6.436280100000000282e-01
1.326725899999999925e+01,-2.932219400000000142e+00,-3.156452000000000147e-01,6.435396899999999976e-01
1.326569800000000043e+01,-2.966772399999999976e+00,-2.730669099999999960e-01,6.552157699999999751e-01
1.327654199999999918e+01,-2.958807499999999813e+00,-2.480982599999999871e-01,6.626622199999999685e-01
1.323061000000000043e+01,-2.929974399999999868e+00,-2.653109599999999846e-01,6.390261099999999805e-01
1.324393500000000046e+01,-2.960591099999999809e+00,-2.740206000000000031e-01,6.425769599999999748e-01
1.315086999999999939e+01,-2.906620300000000157e+00,-3.219777099999999725e-01,5.992485100000000120e-01
1.315109400000000051e+01,-2.905539399999999883e+00,-3.232243699999999831e-01,5.982899400000000201e-01
1.309487900000000060e+01,-2.909989200000000054e+00,-2.500436300000000167e-01,5.783770000000000300e-01
1.313475799999999971e+01,-2.908990800000000210e+00,-2.451854699999999887e-01,5.994539899999999921e-01
1.310032999999999959e+01,-2.910829500000000181e+00,-2.654677999999999760e-01,5.918227099999999741e-01
1.315740300000000040e+01,-2.929187300000000160e+00,-2.690524799999999828e-01,6.108644300000000138e-01
1.344467599999999941e+01,-3.003903499999999838e+00,-4.808910100000000076e-01,6.915299099999999699e-01
1.343588600000000000e+01,-2.991566900000000029e+00,-4.119093999999999811e-01,7.121689799999999515e-01
1.344195700000000038e+01,-2.987532700000000041e+00,-3.714566300000000099e-01,7.300337599999999760e-01
1.335762800000000006e+01,-2.972207200000000160e+00,-3.321395699999999951e-01,6.882558899999999813e-01
1.335592600000000019e+01,-2.958024099999999823e+00,-3.412675700000000201e-01,6.980322500000000208e-01
1.331553199999999926e+01,-2.971445399999999903e+00,-3.475485999999999853e-01,6.568744399999999484e-01
1.332018399999999936e+01,-2.954118199999999916e+00,-3.197286699999999926e-01,6.802158999999999844e-01
1.333027300000000004e+01,-2.967665199999999892e+00,-3.007043600000000039e-01,6.786259900000000123e-01
1.327130299999999963e+01,-2.955682200000000037e+00,-2.774411900000000042e-01,6.582506299999999477e-01
1.333495600000000003e+01,-2.971972000000000058e+00,-2.495946199999999893e-01,7.006217999999999613e-01
1.335058300000000031e+01,-2.986995900000000148e+00,-2.450711100000000087e-01,6.957842100000000141e-01
1.334399600000000063e+01,-2.991337999999999830e+00,-2.515091899999999936e-01,6.924351600000000495e-01
1.332606799999999936e+01,-2.996760399999999880e+00,-2.577314299999999836e-01,6.925749500000000225e-01
1.334281999999999968e+01,-2.960341300000000064e+00,-2.825469899999999979e-01,7.039629600000000265e-01
1.341356700000000046e+01,-3.011838800000000038e+00,-3.905573999999999990e-01,6.982482800000000545e-01
1.339321999999999946e+01,-2.992076099999999794e+00,-3.986312599999999873e-01,6.867446600000000068e-01
1.350754500000000036e+01,-3.049424500000000204e+00,-4.263499499999999776e-01,7.569481000000000126e-01
1.350827400000000011e+01,-3.046236500000000014e+00,-4.259751099999999902e-01,7.400722699999999765e-01
1.349518100000000054e+01,-3.049904100000000007e+00,-4.243220999999999798e-01,7.472847799999999818e-01
1.327972300000000061e+01,-2.922372100000000028e+00,-3.495531499999999792e-01,6.365190800000000149e-01
1.327275000000000027e+01,-2.924897099999999917e+00,-3.425995800000000147e-01,6.314591999999999983e-01
1.325734300000000054e+01,-2.930116099999999779e+00,-3.483145000000000269e-01,6.418281999999999599e-01
1.326690699999999978e+01,-2.934907799999999956e+00,-3.147804000000000157e-01,6.531599300000000552e-01
1.330070599999999992e+01,-2.964599699999999949e+00,-3.493383700000000092e-01,6.379670200000000513e-01
1.329953599999999980e+01,-2.947366199999999825e+00,-2.725346499999999894e-01,6.812728700000000304e-01
1.330184900000000070e+01,-2.946374899999999908e+00,-2.724646399999999802e-01,6.834658999999999596e-01
1.323646699999999932e+01,-2.958112799999999876e+00,-2.617637500000000172e-01,6.351451299999999467e-01
