N,s_gap,s_gap0,s_rms,sky,s_tempel,m_gap,m_rms
13,498.43738198317476,498.4875362115298,508.5839242260776,0.6377377611303695,508.399445,296295521012104.94,308380625494791.2
6,442.6858370671665,442.74230692340427,367.0906039283327,0.3957028580938739,366.662434,145895288320503.06,100656638949575.53
9,408.0190462981638,408.08031334783004,368.50085049161345,0.3448965794710378,368.145467,108315389847528.52,88510372154231.94
5,379.0797131914929,379.14565664575997,311.11768938756427,0.5125115007024885,310.929678,138625726743812.83,93704180481921.38
7,225.04372216230118,225.15478428108742,195.47690306179956,0.1966908786309431,195.443202,19081723168506.734,14431429138280.219
16,566.1842924103338,566.2284459228363,532.6061633976835,0.5977312734893984,518.922071,357759706923787.5,316913443754375.5
11,459.8267109247477,459.88107601843274,419.4755893605206,0.3748304474975653,419.197984,149080300007932.16,124265857369839.94
9,676.0477364232274,676.0847150490607,612.9386956031238,0.4054806906742436,612.562937,346113302134748.44,284973442761719.44
14,426.90814657777634,426.96670316837606,393.18746320559853,0.4348294714940903,392.76167,149068257796998.56,126633400850455.58
6,779.6340513287323,779.666116995764,656.4849427689471,0.29724107233387526,656.353233,337503158854284.75,239976324117449.8
15,561.763215727033,561.8077167002755,537.8840872514977,0.44684723733291354,519.400757,263959780042163.4,242166622523741.44
6,310.5637623835657,310.64425072071725,270.29692464871454,0.36535139769352315,270.302259,66762475389648.5,50695885836293.695
5,184.7471381859683,184.88240875731057,147.7528896374431,0.16282579714878379,147.788671,10698672128002.906,6869392431476.427
6,629.9431756704606,629.9828605397014,570.8457284788146,0.37870068292294845,570.367732,281155684333441.34,231246429860804.6
6,564.357384752224,564.401681184925,493.4057792978242,0.5855894667905335,493.471819,348314377122820.0,266830464408185.75
5,699.7128012755373,699.7485293081077,572.9850048159971,0.3658841098246353,572.62629,334658762446397.56,225147047930724.28
10,314.7063727553913,314.78580186033696,283.52617426889213,0.3950387652843533,283.39598,74057841309939.89,60220365828660.84
8,293.7483919373438,293.83348646091264,281.8391524592224,0.4019225359549268,281.729998,65716481765002.75,60539939999048.89
5,402.1536182218393,402.2157787169927,328.24560341433175,0.24160678327120488,412.01417,73963636019112.98,49451810922609.28
16,656.9409458595098,656.9789999282987,631.40658538041,0.3960149776987197,621.488203,319416417329487.5,295259588091509.06
18,383.01942183783297,383.084687118903,363.6538936040063,0.4163720525793701,377.4713,115165925712164.53,103910769667980.02
10,504.60744902193244,504.656990052077,459.7991116835416,0.3064484293450907,459.68193,146798489380213.38,122086155834455.23
5,441.1149650669141,441.1716359944108,388.6903433261673,0.7814195058978479,447.180135,284442564446297.4,221303849783340.0
10,515.509574408816,515.5580678324786,492.09753431455465,0.3825905406526562,523.220367,190829408390174.8,174033348009204.78
8,255.27512102349243,255.37303579970754,229.64153252100604,0.2419493585819123,229.516984,30083001881788.086,24389337321012.043
9,382.5745123162965,382.6398534837322,341.1545802114499,0.39641847148288434,340.758514,109442480261731.81,87205222167590.4
8,949.4715812892084,949.4979113593826,830.0935423474301,0.43606470353838594,830.075822,729683690310725.6,558907985210085.6
10,333.8219399511489,333.8968217769503,297.4386874511682,0.26350175835570583,297.289298,55722349328461.72,44327569421203.15
51,477.18584947133786,477.2382370846686,471.7863105166824,0.4617121594411838,472.888619,197267225743934.5,192867150633787.8
5,648.668660253208,648.7071995859856,558.1752335232162,0.1505111005408249,557.641597,119364520810831.25,88620278324442.86
7,562.8764300616924,562.9208430312341,486.8429228349794,0.3967064060981444,486.630895,235489909499489.12,176598063636657.25
5,545.483822686744,545.5296516349439,448.8502911420492,0.1781073054707476,448.447696,100045133127347.52,67972869892584.125
7,285.43470081861557,285.52227309163214,248.37219010670688,0.2058737991432811,248.293666,31986097499598.6,24277228410658.617
5,285.3152573713942,285.40286629412975,263.1216342669773,0.3606750860387447,262.865105,55716355200876.51,47452932673200.57
6,486.9515260476071,487.00286315389707,464.54166810868657,0.5041792792181703,464.212712,224083272188364.0,204088474721267.88
5,493.10567550494414,493.1563719705822,428.3680953093007,0.33243628784936197,428.311552,152023088367869.3,115013461333098.55
9,435.89502867296295,435.9523781582149,412.8259580093562,0.42074445651718395,412.873528,150364716625301.12,135000171638519.77
5,527.8275724957954,527.8749343232771,431.0017966056723,0.29944254085339506,430.933909,156854610586694.22,104962663877876.06
9,288.21389169044187,288.3006197762151,285.36424001931135,0.2963120681712182,285.05701,46780812681834.52,45868306967112.35
5,328.00073435572614,328.0769448435773,279.38102983333494,0.2372428360782779,279.130183,48494568905162.28,35282380202010.984
7,392.9517237434586,393.01533964077714,353.0862593755713,0.4022106874885535,352.727069,117076182930589.22,94706477334745.53
5,334.0901381939908,334.16495992021646,279.3065864681741,0.3748923075116279,279.043945,79158418445923.67,55500941365885.11
9,491.18543110540156,491.2363257437292,454.66449145984444,0.7564900035269434,454.234835,340913378698150.6,292477915141720.8
6,485.6134402213983,485.6649187697847,417.9731449289976,0.43481443335171527,417.583934,192437763639593.6,142942337943899.22
5,398.58119548346775,398.6439130264381,341.56767587847077,0.26964812595476556,341.189284,81022150764192.06,59662864850802.12
8,812.7750193591276,812.8057775964871,708.4437922210293,0.3930148321725713,708.193126,483496416604988.75,368198602160336.6
7,328.83822019481227,328.9142366345547,289.57009995546986,0.332909141334718,289.441973,68191270918696.52,52995900850521.93
7,575.9332706650388,575.9766768359017,506.3184959707671,0.21405531396290606,505.810305,133687305443143.81,103559353410190.88
5,476.2307737287324,476.2832663932958,394.9979908216953,0.4512380688060921,394.648318,192067151922415.66,132570790758027.08
7,240.36045978916954,240.46444774656604,241.79721478703982,0.3036586666358317,241.528873,33441669609607.17,33839133197599.9
6,322.0327340193116,322.110356523898,271.6613010608117,0.3710325930088299,271.807597,72844384921223.23,51993633057951.125
5,656.2333470092314,656.2714421083232,568.2970831276017,0.5838789716816464,568.133,468383869463898.25,352129761405312.75
10,276.3029861875887,276.3934517606719,271.25242424997003,0.47737113220545535,271.161527,69026975190156.13,66548136724021.766
7,474.7061565648048,474.75881780176445,409.34120252260055,0.540367460191379,408.950544,228206112963980.47,170115728430447.1
5,456.20248652505944,456.2572834614775,389.49501016140795,0.28714887223999724,389.389839,112695859749647.23,82379460634382.77
5,803.0914268020452,803.1225559047291,669.5427709859788,0.33214818448947747,669.04636,399593585245336.7,278592285519383.75
5,441.11510049979734,441.1717714098969,356.13034415721023,0.2888509699404111,355.809916,106047568400506.34,69384649392865.016
9,294.73325190027464,294.8180621598866,272.7602797670902,0.36550295195858234,272.51274,60209801401446.35,51637136298912.29
9,659.8301703274198,659.8680577769406,618.5791774219124,0.6691320944922695,618.100579,542021770207133.7,476867542565031.25
17,741.5391691767542,741.5728820711764,688.5172027134072,0.628361208484375,687.838471,642003140784045.1,554119939199913.8
15,376.20542467268507,376.27187186016886,361.39343973012643,0.25222454771504055,351.096606,67625124688961.53,62448973277119.85
5,314.8329295678326,314.91232675184983,265.4359634939262,0.27873578406900845,265.188188,52456761835355.2,37398990695674.63
13,366.5994625483681,366.66765052394834,343.73836660293557,0.33783345016066196,343.343225,85829086105316.11,75544396772329.73
6,314.2850613105395,314.3645968663926,267.38056471664476,0.19377186372700006,267.158842,36457223658712.14,26461608744384.7
10,361.14999727573894,361.2192139577659,350.0255254359228,0.2955516331825589,349.652263,72976925906365.17,68588122475072.836
27,649.2360449870027,649.2745506412257,672.1470491314649,0.4128391359820723,659.421429,325171475609048.9,348320557592635.5
5,415.3522370486051,415.4124225649501,373.64892697331453,0.3267050241183719,373.351663,106341103462090.1,86221132431328.78
14,435.71277539303577,435.7701488637124,403.9565662943827,0.3348404535063659,402.006025,119807751442510.84,103119220857908.67
6,267.6869195507076,267.78029594902426,250.56154116781627,0.23283800123234002,250.431268,31818152284548.74,27909158710600.38
7,323.1378191104812,323.2151762208546,281.1241126858308,0.6810173308707369,280.900781,133889861715283.28,101588626568217.05
8,379.5882024715833,379.65405760456156,343.22579139496935,0.32591377706300867,342.93082,88745447233401.53,72686689342935.92
34,687.2876182675911,687.3239921783162,662.1200666389371,0.8694896129462087,661.773343,762099652707743.8,707722000590189.2
11,524.0648218936735,524.1125237450902,481.36596432071354,0.40537816029569834,480.847731,208801509120186.62,176422501102800.06
17,564.8256812583804,564.8699409678245,535.444419558951,0.6163012486814092,535.049775,367025495370561.5,330135057695105.9
8,587.235834492371,587.278405283177,531.5827703214142,0.26170121782202443,504.058224,169561744624153.03,139190913916039.16
5,427.67262508893623,427.7310770220721,346.90991068712026,0.3065609043336433,346.601175,105796659949539.77,69870665792071.37
10,629.9340619655067,629.9737474088605,567.8729492089641,0.43840426374354863,567.763735,325081548873659.5,264630688451507.5
7,849.1273413326563,849.1567828137896,736.7208872335043,0.39263888825184745,736.36929,526837792093381.06,397534870856689.5
7,321.7354018927088,321.81309611490775,296.54375025863993,0.45569760604506476,296.26264,89140503650995.3,75837316832567.1
6,404.3356984540826,404.3975235388452,369.12779561449605,0.2812132543626426,368.812033,86900009225353.25,72541964111803.25
7,1031.269206934049,1031.2934486218664,931.1955596969718,0.21808372760139047,931.232768,432344020354519.3,353121045782382.3
6,599.501109993974,599.5428098843375,504.05209456259746,0.40908733350716076,503.554724,275119332188690.66,195038168820917.1
12,749.0804160150818,749.1137895255487,704.9764919645959,0.7370918811493528,704.293357,767405629305962.0,680348196314419.9
5,282.2394736945782,282.32803706219556,234.47492273059825,0.46070628629083,234.160435,69506352479072.7,48127851459249.1
11,436.23402974055665,436.29133466490583,396.50024740215434,0.4381224073907071,396.341838,156760457642297.34,129723574994111.06
10,651.9762636560798,652.0146074827942,595.8525866668683,0.9590357295905063,595.794295,756474264524296.0,632735164142611.0
7,281.28909708083887,281.3779595784886,243.974543994778,0.29358021193781547,243.859785,44171445777836.95,33312471495795.203
5,414.38541950413975,414.4457454210646,357.5163715237059,0.42527622572309987,357.339585,137464890095014.9,102592431502904.38
19,765.39873617165,765.4313981887332,751.8426293537666,0.5332693008386217,751.550424,580931310221979.6,560692632259375.2
5,417.37925812000725,417.43915138473494,371.280672878634,0.23310738239667939,359.461241,76841469419427.48,60930248215018.6
13,286.72905965559534,286.816236728296,268.0870947349799,0.30753252397308717,267.806263,48041976784225.29,42047586405627.97
8,785.1378141254463,785.1696550234758,700.5981398144709,0.2835315558841333,767.694483,326590297850320.1,260530072758627.2
16,505.92429086310204,505.9737029582987,471.20731848170965,0.4862497218636203,470.975932,233207186880623.72,202532471417160.75
12,502.3609995789075,502.41076212390107,505.08859601511836,0.4949743160394713,504.591517,234052437900409.12,236580188441388.84
7,267.2561671868757,267.3496940327766,271.6320673036964,0.2465228681531734,271.462113,33564092238556.0,34662362917077.637
6,317.2504746459648,317.3292669501034,270.7361476180953,0.3679602801349084,270.640461,70135134647430.74,51219304210564.87
16,599.7541176170869,599.7957999174806,561.8476482404144,0.43543192096192346,561.311546,292933486376415.5,257347241916006.62
5,769.3049304661374,769.3374266467922,615.7136906759015,0.27430583515438206,615.318973,303534498890474.56,195138693372825.72
7,410.39050958272134,410.4514226501909,355.5019093572764,0.614357176031094,355.157196,194171555931380.38,146076654287622.75
7,336.81403074784663,336.8882475074062,291.0238659266266,0.48994444938493764,290.874366,104880184937192.98,78505357010091.4
17,375.0187792303407,375.085436634662,352.9539331511188,0.47463494098079023,352.583763,125754273343742.38,111512243807393.84
5,427.7939855722056,427.8524209254313,350.78511632563107,0.29330553916887697,350.588041,101318958672973.77,68364600806501.51
5,391.9097487540473,391.9735337602023,317.85078594276547,0.16456072765687496,317.519944,48027051166302.87,31706842025696.508
6,448.6227370470999,448.67845969650847,379.2212834797622,0.29117468409143465,378.99158,110529334320062.94,79213572343559.17
7,698.4770978329991,698.5128890702082,612.86114026502,0.7152601145711857,612.35563,648327258180688.0,500155390101707.9
7,368.5660179061017,368.63384211865423,323.7471828103312,0.2731626492784556,323.551105,70270748952484.48,54343282914578.0
14,499.2084109455638,499.258487718331,463.43437605111365,0.40411598593874887,481.557175,189035842418604.6,163128497924196.53
15,549.4073850700951,549.4528867606027,524.5835489974144,0.5760270061275375,524.253938,324908582306581.44,296436874609891.4
6,194.00347766251286,194.13229856247293,162.4929797060472,0.22912047445373954,162.299677,16539124140241.023,11637722522831.463
6,384.1053777876665,384.1704585797898,344.11036233432355,0.2526014241680359,343.808437,70573664894614.78,56751458506839.09
5,473.7890982298043,473.84186138564326,383.9160783560024,0.32950679387623255,383.677715,139218541944753.36,91753985792209.98
5,935.0447734662598,935.0715097716159,772.273187441509,0.43668869719467357,698.739828,708852828396713.0,485004567877127.1
27,466.2452742134551,466.29889097699976,443.3446421224121,0.43306501492438143,435.037673,176813833885115.1,160014088634330.8
9,539.6930521999851,539.7393728392768,490.1908280308188,0.4026384623665928,490.016058,219851517007236.75,181666399781591.8
31,441.7445438290315,441.8011339989058,449.22364609309346,0.559707993450851,449.220948,204868189052187.03,211806543780398.2
